GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT            P
1130         1  235823831  236048008    761      66  139919     -0.38974      0.65164
4811         1  236138630  236229481    512      82  145577       1.2186       0.1115
7107         1  236304832  236415814    703      68  149041       4.2853   9.1235e-06
56605        1  236377922  236446339    467      26  152062        4.462   4.0599e-06
128178       1  236556680  236648508    558      77  148105      0.48947      0.31225
3964         1  236680514  236716781    295      34  149826      0.95857      0.16889
55127        1  236711805  236768841    496      28  149020       1.7306     0.041761
88           1  236848754  236928431    471      67  146876       1.5814     0.056891
4548         1  236957581  237067781    551      40  145798     -0.47011      0.68086
645745       1  237166903  237168718     15       7  148678      -2.6823      0.99634
6262         1  237204510  237997788   4702     362  147620     -0.15182      0.56034
57829        1  238040664  238055222    125      34  144822      -1.5647      0.94117
1131         1  239548876  240079250   2813     193  145189     -0.20188      0.57999
56776        1  240254185  240638991   2354     155  145638      -1.0768      0.85922
64388        1  240652373  240776462    686     129  144835      0.82803      0.20383
6000         1  240938317  241521505   3398     266  145774      0.83344       0.2023
2271         1  241660357  241684085     77      27  142824      -1.1063      0.86569
8564         1  241694324  241759449    398      88  146731      0.92988      0.17622
23596        1  241755952  241804701    237      74  145456      0.89996      0.18407
1122         1  241791666  241800232     39      18  145036       0.4561      0.32416
128025       1  241814580  241965935    878     102  146123       1.9803     0.023836
9156         1  242010491  242053741    317      44  146494       -1.208      0.88648
441925       1  242120069  242122864     25       6  149972     -0.21693      0.58587
440738       1  242158292  242165630     54      16  148393     0.047356      0.48111
200150       1  242251189  242688998   2617     197  147888      0.88497      0.18809
9859         1  243287230  243420284    397      57  144071       1.0927      0.13726
10806        1  243418307  243663893    907      83  144291       1.8308     0.033565
10000        1  243651035  244015381   1297      74  141534       3.0488    0.0011489
10472        1  244211241  244221278     23      17  146260     -0.49048       0.6881
200159       1  244514937  244552890    257      59  146816     -0.70725       0.7603
159          1  244571294  244616436    189      46  147737    -0.020675      0.50825
257044       1  244623673  244804164    910      77  145096      0.15561      0.43817
51029        1  244815352  244872835    233      49  146037      0.83774      0.20109
116228       1  244997608  245008859     60      22  135824     -0.15863      0.56302
3192         1  245013102  245028827     46      23  135831      0.34303      0.36579
84288        1  245132171  245289030    860      68  143139       1.5881     0.056131
55083        1  245317287  245866928   3651     327  146857       1.3438     0.089505
64754        1  245912142  246671644   5136     200  148124     -0.71914      0.76397
64216        1  246703363  246730565    221      34  149899      0.53384      0.29672
163882       1  246728639  246832384    505      69  145885     0.087103      0.46529
51097        1  246886378  246931939    231      42  147974      0.50551       0.3066
100130097    1  246934400  247004474    426      57  146190      0.34479      0.36512
25909        1  247001900  247095726    438      74  140598     -0.12318      0.54902
57116        1  247108349  247172395    406      66  144833      0.12954      0.44846
93474        1  247197440  247243115    308      30  148990      -1.0785      0.85959
79862        1  247262764  247268685     29       8  148643    -0.066823      0.52664
388759       1  247272962  247276719     18       8  148620     -0.46625      0.67948
7678         1  247284777  247336529    254      30  144965      0.19516      0.42263
317705       1  247418374  247420947      7       3  154873       -1.154      0.87575
84838        1  247460217  247496294    174      39  147383     0.023905      0.49046
114548       1  247578247  247612910    219      64  146624       1.3172     0.093889
127623       1  247613831  247616284     27       8  150917      0.54221      0.29384
441932       1  247653370  247656211     18       9  143060      0.50654      0.30624
148823       1  247669417  247741490    415      82  144669       0.2228      0.41184
81472        1  247692934  247698141     32      13  144237      0.37045      0.35552
81470        1  247750662  247753115     11       7  149858      -1.0904      0.86223
81469        1  247767888  247770317      7       4  150444      -1.7614      0.96091
25893        1  247802007  248043940   1578      75  150113      0.51898      0.30189
441933       1  247834920  247837343     16       4  153381      -1.0342      0.84948
343169       1  247874631  247877057     10       4  152103       1.2536        0.105
26188        1  247920264  247922708     11       4  154391       1.2898     0.098563
284532       1  247977602  247980031     19       6  149692      0.58422      0.27953
391189       1  248003730  248006198     19       5  153893     -0.22188       0.5878
343171       1  248057889  248060333     32       8  153871       1.8712     0.030659
343172       1  248079963  248085758     40      12  145501      -2.0316       0.9789
